timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,gps_lat,gps_lon,gps_speed,gps_heading,gt_lat,gt_lon,gt_speed,gt_heading_rad,gt_pos_x,gt_pos_y,driver_id
0.0,-0.03347832068989078,-0.0603810612933386,9.707984861658653,-0.00013973922348402214,0.001312673107829951,0.00683185387518438,28.613890961416303,77.20900958189627,0.14060064380278992,1.9490864786111692,28.6139,77.209,0.0,0.0,0.0,0.0,D
0.10727546100943101,0.2029845424565306,-0.05787172095977074,9.61230337095474,0.007405013093483773,0.0016637581686260435,-0.0001321901979129403,28.613890871789533,77.20897754425985,0.2272809839466916,1.6637848241989586,28.6139,77.209,0.0,0.0,0.0,0.0,D
0.19714094495109968,0.012574690390288468,-0.11638519150327163,9.652936414143253,-0.002475987849122945,-0.0023408807462495856,0.003848839648306176,28.6138947126427,77.20899149479074,0.2420979335904044,357.1279575196169,28.6139,77.209,0.0,0.0,0.0,0.0,D
0.2957432328376419,-0.16655491927279015,0.09233090218153836,9.716021406802644,0.002054839539430089,-0.001000516327477107,0.0023681592952296856,28.61389932005366,77.20900204362177,0.0,0.8302193146858732,28.6139,77.209,0.0,0.0,0.0,0.0,D
0.39850667416063146,-0.27111508073592994,-0.019061488893629144,9.797595932342853,-0.002577275140522766,0.0004940346940816806,0.005575503321896039,28.613902338957985,77.2089864137962,0.032688241134998026,359.05190651820413,28.6139,77.209,0.0,0.0,0.0,0.0,D
0.4955325282898373,0.12969576196743338,0.12129349353807148,10.03989033392544,-0.002963308628872426,-0.0030334469912752715,0.005933285606308046,28.613912933517273,77.20900736395319,0.0,359.80056718611445,28.6139,77.209,0.0,0.0,0.0,0.0,D
0.6062043759568359,0.10383683650649536,0.07432597881689723,9.649480536353263,0.004797691957224076,-0.003055195289825552,3.640100508573796e-05,28.61390041399537,77.2090016192392,0.0,1.2061102046321626,28.6139,77.209,0.0,0.0,0.0,0.0,D
0.7037196586597616,-0.12576950504618706,0.09007604191487352,9.942637535276756,-0.0006582582659979617,-0.00489931308610375,0.0040407691718200274,28.613923011398942,77.20901663773628,0.0,0.8819220669304111,28.6139,77.209,0.0,0.0,0.0,0.0,D
0.8027791691967144,0.05897847640514471,-0.10391059468274179,10.000648931205273,0.001080702924108356,0.005094708168485244,0.00484602479908492,28.613906264468678,77.20900045158156,0.0,0.08895819839255756,28.6139,77.209,0.0,0.0,0.0,0.0,D
0.9058967011351976,0.04347760268072519,0.057666650189120566,9.74364815723391,0.0027067996674464624,-0.0060822965342293795,-0.0013924671360161507,28.613884724432072,77.20901173953938,0.0,0.8366836079758899,28.6139,77.209,0.0,0.0,0.0,0.0,D
0.9978804473676943,-0.03287408843478633,0.20800768024383454,9.779193221178835,-0.0019343223070169334,0.002863319664613952,0.003884292019675129,28.613888036838347,77.20898774587492,0.18128254922429898,358.4928051979897,28.6139,77.209,0.0,0.0,0.0,0.0,D
1.0950578574208103,-0.10184526760200725,-0.0019301404786026266,10.005029274650461,-0.0067434034814661935,-0.0017459468363911204,0.005074154537136787,28.613892290031984,77.20898700312006,0.039732001377123814,359.54366252665136,28.6139,77.209,0.0,0.0,0.0,0.0,D
1.2017312393670174,0.1671412553527233,0.30745786557919996,10.073333625615168,-0.010572294683177596,-0.0025830461470375565,-0.002322711689573587,28.613891370818365,77.20900597809823,0.06360485659477641,358.55921826679617,28.6139,77.209,0.0,0.0,0.0,0.0,D
